tweet,sentiment,followers,following,id,topic
Market is crashing! #Panic #Crash #Samsung 40,fear,10,2374,1594,Samsung
Finally some good news! #Winning #Happy #Politics 504,happy,167,1067,1595,Politics
Best purchase ever. #Recommended #LoveIt #Climate 889,happy,1478,349,1596,Climate
Is my data safe? #Privacy #Hack #Apple 133,fear,1027,1899,1597,Apple
I hate this bug! #Broken #FixIt #Crypto 66,angry,2,3577,1598,Crypto
I love this update! #Amazing #Tech #Samsung 560,happy,359,1965,1599,Samsung
Link in bio. #Link #Profile #Politics 646,neutral,47,3940,1600,Politics
I hate this bug! #Broken #FixIt #Apple 807,angry,28,3905,1601,Apple
Is my data safe? #Privacy #Hack #Apple 348,fear,24,3080,1602,Apple
This is terrible service. #Fail #Angry #Climate 453,angry,600,1855,1603,Climate
Market is crashing! #Panic #Crash #Samsung 981,fear,259,1333,1604,Samsung
I hate this bug! #Broken #FixIt #Tesla 785,angry,171,1304,1605,Tesla
This feature is a game changer. #Innovation #Future #Apple 947,happy,324,973,1606,Apple
Just checking in. #Update #News #Politics 824,neutral,1888,346,1607,Politics
This is terrible service. #Fail #Angry #Politics 482,angry,17,3726,1608,Politics
Interesting article. #Read #Info #Politics 128,neutral,1149,637,1609,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 73,angry,33,3990,1610,Crypto
I hate this bug! #Broken #FixIt #Climate 458,angry,1394,274,1611,Climate
Market is crashing! #Panic #Crash #Samsung 261,fear,619,1784,1612,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 769,fear,836,626,1613,Tesla
Unacceptable behavior. #Boycott #Mad #Apple 307,angry,30,4268,1614,Apple
This is terrible service. #Fail #Angry #Tesla 972,angry,49,3438,1615,Tesla
Finally some good news! #Winning #Happy #Samsung 927,happy,1953,1719,1616,Samsung
I am worried about the future. #Uncertainty #Risk #Politics 364,fear,1705,311,1617,Politics
Is my data safe? #Privacy #Hack #Crypto 247,fear,532,1289,1618,Crypto
Finally some good news! #Winning #Happy #Climate 115,happy,767,1116,1619,Climate
Scary news coming out. #Fear #Alert #Tesla 588,fear,938,1711,1620,Tesla
Interesting article. #Read #Info #Apple 829,angry,30,3518,1621,Apple
Interesting article. #Read #Info #Climate 835,neutral,1019,1691,1622,Climate
Unacceptable behavior. #Boycott #Mad #Crypto 54,angry,1035,545,1623,Crypto
Is my data safe? #Privacy #Hack #Crypto 485,fear,832,565,1624,Crypto
Finally some good news! #Winning #Happy #Samsung 513,happy,1929,1148,1625,Samsung
Worst experience ever. #Scam #Refund #Politics 417,angry,28,3635,1626,Politics
Unacceptable behavior. #Boycott #Mad #Tesla 199,angry,17,1069,1627,Tesla
This is terrible service. #Fail #Angry #Apple 520,angry,32,3557,1628,Apple
Interesting article. #Read #Info #Crypto 22,neutral,1200,1091,1629,Crypto
Interesting article. #Read #Info #Crypto 749,neutral,1100,813,1630,Crypto
Unacceptable behavior. #Boycott #Mad #Politics 41,angry,204,396,1631,Politics
I love this update! #Amazing #Tech #Climate 294,happy,1494,1103,1632,Climate
Just checking in. #Update #News #Crypto 684,neutral,735,1036,1633,Crypto
I am worried about the future. #Uncertainty #Risk #Climate 151,fear,41,2370,1634,Climate
This is terrible service. #Fail #Angry #Samsung 610,angry,7,1581,1635,Samsung
This is terrible service. #Fail #Angry #Apple 732,angry,1816,1088,1636,Apple
Finally some good news! #Winning #Happy #Climate 101,happy,165,1796,1637,Climate
Scary news coming out. #Fear #Alert #Crypto 296,fear,849,1195,1638,Crypto
Just checking in. #Update #News #Tesla 772,neutral,1367,1435,1639,Tesla
Scary news coming out. #Fear #Alert #Samsung 351,fear,1687,592,1640,Samsung
Just checking in. #Update #News #Apple 200,neutral,1725,1422,1641,Apple
I love this update! #Amazing #Tech #Samsung 838,happy,1096,974,1642,Samsung
What do you think? #Question #Poll #Crypto 503,neutral,1195,240,1643,Crypto
What do you think? #Question #Poll #Apple 355,neutral,1707,1876,1644,Apple
Unacceptable behavior. #Boycott #Mad #Apple 880,angry,1589,1717,1645,Apple
Market is crashing! #Panic #Crash #Politics 263,fear,50,3639,1646,Politics
Unacceptable behavior. #Boycott #Mad #Apple 693,angry,1824,1981,1647,Apple
Interesting article. #Read #Info #Politics 235,neutral,12,3004,1648,Politics
Is my data safe? #Privacy #Hack #Apple 334,angry,3,4580,1649,Apple
What do you think? #Question #Poll #Samsung 696,angry,14,2761,1650,Samsung
Unacceptable behavior. #Boycott #Mad #Politics 592,angry,1815,697,1651,Politics
Market is crashing! #Panic #Crash #Tesla 622,fear,26,2813,1652,Tesla
Worst experience ever. #Scam #Refund #Politics 486,angry,369,1249,1653,Politics
Is my data safe? #Privacy #Hack #Politics 665,angry,1,1861,1654,Politics
I hate this bug! #Broken #FixIt #Crypto 743,angry,21,4966,1655,Crypto
Worst experience ever. #Scam #Refund #Apple 265,angry,1440,1276,1656,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 312,fear,310,909,1657,Samsung
Is my data safe? #Privacy #Hack #Crypto 276,fear,658,1356,1658,Crypto
I love this update! #Amazing #Tech #Samsung 298,happy,1134,733,1659,Samsung
Unacceptable behavior. #Boycott #Mad #Apple 434,angry,1518,1171,1660,Apple
Interesting article. #Read #Info #Crypto 168,angry,27,4840,1661,Crypto
What do you think? #Question #Poll #Politics 31,neutral,1219,1508,1662,Politics
Link in bio. #Link #Profile #Politics 146,angry,36,1629,1663,Politics
Best purchase ever. #Recommended #LoveIt #Samsung 444,happy,414,298,1664,Samsung
This feature is a game changer. #Innovation #Future #Samsung 939,happy,838,1179,1665,Samsung
I love this update! #Amazing #Tech #Crypto 459,happy,240,436,1666,Crypto
Unacceptable behavior. #Boycott #Mad #Crypto 511,angry,1059,1819,1667,Crypto
Finally some good news! #Winning #Happy #Crypto 544,angry,25,3042,1668,Crypto
I am worried about the future. #Uncertainty #Risk #Apple 494,fear,705,1934,1669,Apple
Worst experience ever. #Scam #Refund #Tesla 558,angry,533,139,1670,Tesla
What do you think? #Question #Poll #Climate 898,neutral,887,364,1671,Climate
This feature is a game changer. #Innovation #Future #Politics 372,happy,32,4106,1672,Politics
Market is crashing! #Panic #Crash #Tesla 100,fear,268,1578,1673,Tesla
This feature is a game changer. #Innovation #Future #Climate 52,happy,50,1467,1674,Climate
Market is crashing! #Panic #Crash #Apple 516,fear,27,2896,1675,Apple
What do you think? #Question #Poll #Climate 910,neutral,733,176,1676,Climate
Market is crashing! #Panic #Crash #Apple 472,fear,274,1243,1677,Apple
Just checking in. #Update #News #Tesla 180,neutral,285,194,1678,Tesla
Finally some good news! #Winning #Happy #Tesla 271,happy,42,3206,1679,Tesla
Worst experience ever. #Scam #Refund #Crypto 211,angry,1358,965,1680,Crypto
Is my data safe? #Privacy #Hack #Climate 174,fear,583,1023,1681,Climate
Just checking in. #Update #News #Tesla 797,neutral,1482,994,1682,Tesla
Market is crashing! #Panic #Crash #Samsung 348,fear,687,899,1683,Samsung
Unacceptable behavior. #Boycott #Mad #Climate 166,angry,1,3970,1684,Climate
I love this update! #Amazing #Tech #Politics 413,happy,1697,723,1685,Politics
This feature is a game changer. #Innovation #Future #Tesla 692,happy,683,1470,1686,Tesla
Finally some good news! #Winning #Happy #Apple 378,happy,31,2487,1687,Apple
Just checking in. #Update #News #Apple 399,neutral,1067,1258,1688,Apple
Link in bio. #Link #Profile #Crypto 522,neutral,834,674,1689,Crypto
This is terrible service. #Fail #Angry #Apple 625,angry,1509,2000,1690,Apple
I hate this bug! #Broken #FixIt #Apple 420,angry,1170,1959,1691,Apple
This feature is a game changer. #Innovation #Future #Crypto 546,happy,155,111,1692,Crypto
Best purchase ever. #Recommended #LoveIt #Apple 537,happy,1586,138,1693,Apple
Best purchase ever. #Recommended #LoveIt #Climate 13,happy,591,788,1694,Climate
Best purchase ever. #Recommended #LoveIt #Climate 960,happy,746,1500,1695,Climate
Worst experience ever. #Scam #Refund #Politics 158,angry,167,522,1696,Politics
Is my data safe? #Privacy #Hack #Climate 502,fear,428,1756,1697,Climate
Link in bio. #Link #Profile #Climate 495,neutral,24,3023,1698,Climate
Finally some good news! #Winning #Happy #Samsung 654,happy,792,1014,1699,Samsung
Unacceptable behavior. #Boycott #Mad #Tesla 777,angry,44,4601,1700,Tesla
Is my data safe? #Privacy #Hack #Samsung 998,fear,1769,1058,1701,Samsung
I love this update! #Amazing #Tech #Climate 113,happy,632,1239,1702,Climate
I hate this bug! #Broken #FixIt #Politics 678,angry,18,3619,1703,Politics
I hate this bug! #Broken #FixIt #Politics 438,angry,1901,883,1704,Politics
I hate this bug! #Broken #FixIt #Apple 48,angry,1100,1121,1705,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 538,happy,46,2618,1706,Tesla
Scary news coming out. #Fear #Alert #Tesla 803,fear,572,1419,1707,Tesla
Link in bio. #Link #Profile #Tesla 989,angry,39,4108,1708,Tesla
This is terrible service. #Fail #Angry #Samsung 742,angry,919,193,1709,Samsung
Link in bio. #Link #Profile #Apple 761,neutral,31,4918,1710,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 107,happy,1358,345,1711,Tesla
I love this update! #Amazing #Tech #Apple 582,happy,1586,645,1712,Apple
Link in bio. #Link #Profile #Tesla 714,neutral,441,1897,1713,Tesla
I hate this bug! #Broken #FixIt #Climate 848,angry,1382,1953,1714,Climate
Link in bio. #Link #Profile #Climate 511,neutral,642,638,1715,Climate
What do you think? #Question #Poll #Politics 167,neutral,1655,1726,1716,Politics
Scary news coming out. #Fear #Alert #Apple 721,angry,0,3866,1717,Apple
Best purchase ever. #Recommended #LoveIt #Climate 676,happy,1178,1395,1718,Climate
Link in bio. #Link #Profile #Crypto 366,neutral,1671,1624,1719,Crypto
Link in bio. #Link #Profile #Politics 19,neutral,174,485,1720,Politics
Best purchase ever. #Recommended #LoveIt #Apple 567,happy,1957,1731,1721,Apple
I am worried about the future. #Uncertainty #Risk #Climate 998,fear,312,1489,1722,Climate
I love this update! #Amazing #Tech #Samsung 601,happy,139,879,1723,Samsung
I am worried about the future. #Uncertainty #Risk #Politics 72,fear,1304,1671,1724,Politics
Is my data safe? #Privacy #Hack #Apple 562,fear,1082,952,1725,Apple
Scary news coming out. #Fear #Alert #Samsung 744,angry,3,2928,1726,Samsung
What do you think? #Question #Poll #Apple 403,neutral,186,1291,1727,Apple
This is terrible service. #Fail #Angry #Tesla 613,angry,1630,888,1728,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 449,happy,1825,379,1729,Samsung
What do you think? #Question #Poll #Crypto 658,neutral,1833,328,1730,Crypto
Is my data safe? #Privacy #Hack #Climate 593,fear,1120,110,1731,Climate
Link in bio. #Link #Profile #Tesla 560,neutral,562,265,1732,Tesla
This is terrible service. #Fail #Angry #Crypto 263,angry,658,504,1733,Crypto
I love this update! #Amazing #Tech #Politics 273,happy,1530,621,1734,Politics
What do you think? #Question #Poll #Politics 1,neutral,50,3389,1735,Politics
Interesting article. #Read #Info #Climate 948,neutral,319,1146,1736,Climate
Scary news coming out. #Fear #Alert #Samsung 688,fear,1839,1828,1737,Samsung
Finally some good news! #Winning #Happy #Politics 409,happy,591,878,1738,Politics
I love this update! #Amazing #Tech #Apple 418,happy,2,3202,1739,Apple
Link in bio. #Link #Profile #Tesla 797,neutral,801,525,1740,Tesla
Worst experience ever. #Scam #Refund #Climate 382,angry,16,3417,1741,Climate
This feature is a game changer. #Innovation #Future #Climate 883,happy,1383,873,1742,Climate
Link in bio. #Link #Profile #Crypto 790,neutral,1406,1522,1743,Crypto
Interesting article. #Read #Info #Samsung 492,neutral,1652,642,1744,Samsung
This feature is a game changer. #Innovation #Future #Politics 894,happy,1548,1925,1745,Politics
Best purchase ever. #Recommended #LoveIt #Tesla 548,happy,772,509,1746,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 721,happy,9,1167,1747,Samsung
This feature is a game changer. #Innovation #Future #Apple 619,happy,581,335,1748,Apple
I hate this bug! #Broken #FixIt #Tesla 221,angry,815,1652,1749,Tesla
This is terrible service. #Fail #Angry #Crypto 891,angry,33,4305,1750,Crypto
Unacceptable behavior. #Boycott #Mad #Apple 77,angry,993,662,1751,Apple
I hate this bug! #Broken #FixIt #Tesla 900,angry,25,3012,1752,Tesla
I hate this bug! #Broken #FixIt #Politics 704,angry,616,314,1753,Politics
This is terrible service. #Fail #Angry #Tesla 40,angry,821,1863,1754,Tesla
Worst experience ever. #Scam #Refund #Samsung 948,angry,1297,1313,1755,Samsung
I am worried about the future. #Uncertainty #Risk #Climate 874,fear,1991,104,1756,Climate
This is terrible service. #Fail #Angry #Climate 832,angry,106,1610,1757,Climate
This is terrible service. #Fail #Angry #Apple 352,angry,877,1089,1758,Apple
This is terrible service. #Fail #Angry #Politics 238,angry,17,2093,1759,Politics
Is my data safe? #Privacy #Hack #Tesla 143,fear,1803,526,1760,Tesla
Scary news coming out. #Fear #Alert #Apple 77,fear,47,2405,1761,Apple
Finally some good news! #Winning #Happy #Politics 302,happy,355,1047,1762,Politics
I love this update! #Amazing #Tech #Apple 346,happy,927,676,1763,Apple
This feature is a game changer. #Innovation #Future #Climate 486,happy,1295,596,1764,Climate
Best purchase ever. #Recommended #LoveIt #Tesla 89,happy,1160,921,1765,Tesla
Just checking in. #Update #News #Crypto 516,neutral,1780,1759,1766,Crypto
What do you think? #Question #Poll #Apple 487,neutral,698,327,1767,Apple
Finally some good news! #Winning #Happy #Apple 649,happy,769,545,1768,Apple
Best purchase ever. #Recommended #LoveIt #Tesla 968,happy,1033,448,1769,Tesla
What do you think? #Question #Poll #Climate 122,neutral,1068,471,1770,Climate
Worst experience ever. #Scam #Refund #Samsung 880,angry,196,255,1771,Samsung
Market is crashing! #Panic #Crash #Apple 680,fear,38,1649,1772,Apple
I am worried about the future. #Uncertainty #Risk #Samsung 2,fear,148,793,1773,Samsung
Interesting article. #Read #Info #Crypto 709,neutral,43,4892,1774,Crypto
Interesting article. #Read #Info #Tesla 521,neutral,628,475,1775,Tesla
I am worried about the future. #Uncertainty #Risk #Climate 844,fear,49,4640,1776,Climate
Worst experience ever. #Scam #Refund #Climate 341,angry,1955,1890,1777,Climate
Worst experience ever. #Scam #Refund #Tesla 621,angry,7,2727,1778,Tesla
Market is crashing! #Panic #Crash #Apple 216,fear,165,1055,1779,Apple
I love this update! #Amazing #Tech #Samsung 505,angry,21,1890,1780,Samsung
Market is crashing! #Panic #Crash #Samsung 619,angry,43,1571,1781,Samsung
Market is crashing! #Panic #Crash #Climate 737,fear,1266,1085,1782,Climate
What do you think? #Question #Poll #Apple 525,neutral,420,1077,1783,Apple
Link in bio. #Link #Profile #Politics 160,angry,40,1364,1784,Politics
Link in bio. #Link #Profile #Politics 819,neutral,544,1264,1785,Politics
I am worried about the future. #Uncertainty #Risk #Apple 957,fear,774,1573,1786,Apple
I love this update! #Amazing #Tech #Samsung 12,happy,43,3274,1787,Samsung
Interesting article. #Read #Info #Tesla 835,angry,25,4863,1788,Tesla
I hate this bug! #Broken #FixIt #Crypto 143,angry,1352,183,1789,Crypto
This is terrible service. #Fail #Angry #Climate 804,angry,1960,1746,1790,Climate
I hate this bug! #Broken #FixIt #Tesla 338,angry,12,4185,1791,Tesla
Best purchase ever. #Recommended #LoveIt #Crypto 270,happy,747,666,1792,Crypto
I am worried about the future. #Uncertainty #Risk #Crypto 765,fear,284,1942,1793,Crypto
Finally some good news! #Winning #Happy #Apple 868,happy,844,379,1794,Apple
Just checking in. #Update #News #Politics 945,neutral,26,1556,1795,Politics
Link in bio. #Link #Profile #Climate 413,neutral,1422,1148,1796,Climate
What do you think? #Question #Poll #Politics 834,neutral,1542,1932,1797,Politics
I love this update! #Amazing #Tech #Crypto 896,happy,1151,823,1798,Crypto
Finally some good news! #Winning #Happy #Climate 242,happy,670,1147,1799,Climate
Just checking in. #Update #News #Crypto 210,angry,13,3110,1800,Crypto
Link in bio. #Link #Profile #Tesla 928,neutral,363,1875,1801,Tesla
This is terrible service. #Fail #Angry #Politics 904,angry,46,2170,1802,Politics
Interesting article. #Read #Info #Apple 666,neutral,31,2222,1803,Apple
Interesting article. #Read #Info #Politics 242,neutral,1787,104,1804,Politics
This is terrible service. #Fail #Angry #Politics 591,angry,1944,918,1805,Politics
Scary news coming out. #Fear #Alert #Tesla 130,fear,1551,573,1806,Tesla
Is my data safe? #Privacy #Hack #Apple 225,fear,801,971,1807,Apple
This is terrible service. #Fail #Angry #Samsung 531,angry,2,3419,1808,Samsung
Scary news coming out. #Fear #Alert #Crypto 306,angry,16,1329,1809,Crypto
Just checking in. #Update #News #Crypto 556,angry,41,3282,1810,Crypto
Market is crashing! #Panic #Crash #Climate 820,fear,18,2339,1811,Climate
This feature is a game changer. #Innovation #Future #Tesla 127,happy,281,1429,1812,Tesla
